Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,_id,Code Description,Display Label
2023-04-04 00:00:00,07:52,Tuesday,NORTH YORK CTR STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,08:09,Tuesday,ST GEORGE YUS STATION,MUPAA,0.0,0.0,S,YU,6076.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-04 00:00:00,09:57,Tuesday,BLOOR STATION,SUDP,4.0,6.0,N,YU,5521.0,,Disorderly Patron,Disorderly Patron
2023-04-04 00:00:00,11:59,Tuesday,CASTLE FRANK STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,12:26,Tuesday,SPADINA BD STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,12:39,Tuesday,QUEEN STATION,SUO,0.0,0.0,N,YU,5906.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,12:43,Tuesday,CHESTER STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,12:58,Tuesday,SHERBOURNE STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,13:21,Tuesday,COLLEGE STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,15:52,Tuesday,BLOOR STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,15:53,Tuesday,MUSEUM STATION,SUDP,6.0,8.0,S,YU,5751.0,,Disorderly Patron,Disorderly Patron
2023-04-04 00:00:00,16:01,Tuesday,VICTORIA PARK STATION,SUO,3.0,6.0,E,BD,5156.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,16:29,Tuesday,QUEEN STATION,MUIRS,0.0,0.0,N,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,16:32,Tuesday,KIPLING STATION,MUPAA,0.0,0.0,E,BD,5290.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-04 00:00:00,16:42,Tuesday,BAY STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,16:45,Tuesday,DUNDAS STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,16:48,Tuesday,VICTORIA PARK STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,17:18,Tuesday,KING STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,17:34,Tuesday,UNION STATION TO KING,MUIRS,0.0,0.0,N,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,17:47,Tuesday,WOODBINE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,18:36,Tuesday,DONLANDS STATION,MUIRS,0.0,0.0,E,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,18:38,Tuesday,VICTORIA PARK STATION,SUO,4.0,9.0,W,BD,5321.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,19:19,Tuesday,EGLINTON STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-04 00:00:00,19:29,Tuesday,KENNEDY BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,19:46,Tuesday,SPADINA BD STATION,SUO,6.0,11.0,E,BD,5132.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,19:47,Tuesday,SPADINA YUS STATION,SUDP,6.0,11.0,N,YU,5451.0,,Disorderly Patron,Disorderly Patron
2023-04-04 00:00:00,19:54,Tuesday,ST GEORGE BD STATION,SUDP,0.0,0.0,W,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-04 00:00:00,20:10,Tuesday,MUSEUM STATION,MUPAA,4.0,7.0,S,YU,6011.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-04 00:00:00,20:13,Tuesday,BLOOR STATION,MUPAA,6.0,9.0,N,YU,5586.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-04 00:00:00,20:55,Tuesday,ST CLAIR WEST STATION,SUO,7.0,10.0,N,YU,5471.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,21:18,Tuesday,QUEEN STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,22:10,Tuesday,ST GEORGE BD STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-04 00:00:00,22:18,Tuesday,ST CLAIR WEST STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,23:15,Tuesday,BLOOR STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,00:16,Tuesday,DUPONT STATION,MUIS,0.0,0.0,S,YU,5911.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,00:42,Tuesday,PAPE STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,00:54,Tuesday,DUNDAS STATION,SUO,0.0,0.0,S,YU,0.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,01:29,Tuesday,DUNDAS WEST STATION,SUO,0.0,0.0,E,BD,5265.0,,Passenger Other,Passenger Other
2023-04-04 00:00:00,01:44,Tuesday,PIONEER VILLAGE STATIO,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-04 00:00:00,08:06,Tuesday,SHEPPARD-YONGE STATION,SUO,7.0,14.0,E,SHP,6166.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,02:33,Wednesday,HIGHWAY 407 STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,06:40,Wednesday,FINCH WEST STATION,MUPAA,3.0,8.0,S,YU,5536.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-05 00:00:00,07:33,Wednesday,FINCH STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,08:52,Wednesday,KEELE STATION,MUPAA,0.0,0.0,E,BD,5242.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-05 00:00:00,09:29,Wednesday,PAPE STATION,SUDP,0.0,0.0,E,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,09:46,Wednesday,ROYAL YORK STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,09:46,Wednesday,OSGOODE STATION,SUO,0.0,0.0,S,YU,6021.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,10:08,Wednesday,BLOOR STATION,SUDP,3.0,6.0,S,YU,5396.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,10:16,Wednesday,DUNDAS STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-05 00:00:00,12:07,Wednesday,ST GEORGE YUS STATION,SUO,0.0,0.0,N,YU,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,13:30,Wednesday,OSGOODE STATION,SUDP,15.0,18.0,N,YU,5411.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,14:12,Wednesday,DUPONT STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-05 00:00:00,15:36,Wednesday,BROADVIEW STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-05 00:00:00,16:12,Wednesday,KEELE STATION,MUIS,0.0,0.0,E,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-05 00:00:00,17:31,Wednesday,VICTORIA PARK STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-05 00:00:00,18:20,Wednesday,FINCH WEST STATION,SUO,0.0,0.0,N,YU,5766.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,18:36,Wednesday,YORKDALE STATION,SUO,13.0,16.0,S,YU,5921.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,19:01,Wednesday,WELLESLEY STATION,MUPAA,3.0,5.0,N,YU,5981.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-05 00:00:00,20:13,Wednesday,KEELE STATION,SUO,0.0,0.0,E,BD,5333.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,20:30,Wednesday,DONLANDS STATION,SUO,0.0,0.0,W,BD,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,21:10,Wednesday,DUNDAS STATION,SUO,0.0,0.0,N,YU,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,21:27,Wednesday,UNION STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,21:40,Wednesday,WELLESLEY STATION,SUDP,10.0,12.0,S,YU,6021.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,22:00,Wednesday,MAIN STREET STATION,SUDP,4.0,9.0,E,YU,5164.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,22:11,Wednesday,LAWRENCE STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,22:15,Wednesday,YONGE BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-05 00:00:00,23:12,Wednesday,EGLINTON STATION,SUO,0.0,0.0,N,YU,5511.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,23:38,Wednesday,CASTLE FRANK STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,23:54,Wednesday,ST PATRICK STATION,SUDP,0.0,0.0,S,YU,5616.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,00:07,Wednesday,YONGE BD STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,00:25,Wednesday,JANE STATION,SUDP,5.0,13.0,E,BD,5042.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,01:03,Wednesday,SPADINA YUS STATION,MUIRS,9.0,14.0,N,BD,5986.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-05 00:00:00,01:17,Wednesday,BATHURST STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-05 00:00:00,01:31,Wednesday,DONLANDS STATION,SUO,0.0,0.0,,BD,0.0,,Passenger Other,Passenger Other
2023-04-05 00:00:00,18:59,Wednesday,LESLIE STATION,MUPAA,0.0,0.0,W,SHP,6181.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-06 00:00:00,02:17,Thursday,SPADINA BD STATION,SUO,0.0,0.0,W,YU,0.0,,Passenger Other,Passenger Other
2023-04-06 00:00:00,03:31,Thursday,SPADINA BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,05:35,Thursday,DUNDAS WEST STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,06:25,Thursday,QUEEN STATION,SUDP,5.0,8.0,N,YU,5866.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,08:17,Thursday,LAWRENCE WEST STATION,SUDP,5.0,8.0,S,YU,5766.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,11:01,Thursday,NORTH YORK CTR STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,11:12,Thursday,PAPE STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,11:37,Thursday,VICTORIA PARK STATION,SUDP,7.0,11.0,W,BD,5239.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,11:53,Thursday,KING STATION,SUDP,0.0,0.0,S,YU,5891.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,11:54,Thursday,KENNEDY BD STATION,SUDP,4.0,8.0,W,BD,5220.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,12:47,Thursday,LAWRENCE STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,13:16,Thursday,EGLINTON WEST STATION,MUIS,0.0,0.0,E,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,14:13,Thursday,VICTORIA PARK STATION,SUDP,0.0,0.0,W,BD,5304.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,16:30,Thursday,EGLINTON STATION,SUDP,3.0,6.0,N,YU,5586.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,16:56,Thursday,KIPLING STATION,SUO,3.0,6.0,,BD,5304.0,,Passenger Other,Passenger Other
2023-04-06 00:00:00,17:02,Thursday,LAWRENCE STATION,SUDP,3.0,5.0,S,YU,5406.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,17:12,Thursday,KIPLING STATION,SUDP,0.0,0.0,W,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,17:12,Thursday,GREENWOOD STATION,MUPAA,0.0,0.0,E,BD,5293.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-06 00:00:00,18:03,Thursday,DAVISVILLE STATION,MUPAA,7.0,9.0,S,YU,5761.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-06 00:00:00,18:06,Thursday,ST GEORGE BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,20:22,Thursday,BLOOR STATION,SUDP,0.0,0.0,,YU,5003.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,20:31,Thursday,ST GEORGE STAION - LE,SUDP,9.0,14.0,E,BD,5125.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,20:47,Thursday,VICTORIA PARK STATION,SUO,25.0,30.0,W,BD,5002.0,,Passenger Other,Passenger Other
2023-04-06 00:00:00,21:41,Thursday,SUMMERHILL STATION,SUDP,10.0,13.0,S,YU,5791.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,22:25,Thursday,EGLINTON STATION,SUDP,3.0,8.0,S,YU,5556.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,22:34,Thursday,ST PATRICK STATION,SUDP,17.0,22.0,N,YU,5466.0,,Disorderly Patron,Disorderly Patron
2023-04-06 00:00:00,23:00,Thursday,COXWELL STATION,MUIS,0.0,0.0,W,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,23:10,Thursday,KIPLING STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-06 00:00:00,23:16,Thursday,BLOOR STATION,MUIS,0.0,0.0,N,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,23:17,Thursday,KIPLING STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,23:57,Thursday,EGLINTON STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-06 00:00:00,00:06,Thursday,BLOOR STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,01:16,Thursday,OSGOODE STATION,MUPAA,0.0,0.0,S,YU,5921.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-06 00:00:00,01:40,Thursday,KENNEDY BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,01:43,Thursday,ROSEDALE STATION,MUPAA,0.0,0.0,N,YU,5896.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-06 00:00:00,01:54,Thursday,PAPE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-06 00:00:00,23:58,Thursday,DON MILLS STATION,SUO,6.0,13.0,,SHP,6196.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,02:25,Friday,VAUGHAN MC STATION,SUDP,13.0,19.0,S,YU,6006.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,02:34,Friday,KIPLING STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,05:23,Friday,UNION STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-07 00:00:00,07:10,Friday,ROYAL YORK STATION,MUPAA,0.0,0.0,E,BD,5141.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-07 00:00:00,07:19,Friday,KIPLING STATION,SUDP,13.0,17.0,E,BD,5335.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,09:54,Friday,SHERBOURNE STATION,SUO,4.0,8.0,E,BD,5198.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,10:05,Friday,BLOOR STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-07 00:00:00,10:51,Friday,DUFFERIN STATION,SUDP,10.0,14.0,E,BD,5018.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,11:10,Friday,ST CLAIR WEST STATION,SUDP,0.0,0.0,N,YU,5591.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,12:24,Friday,SPADINA BD STATION,SUDP,5.0,9.0,W,BD,5321.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,12:33,Friday,FINCH STATION,SUDP,3.0,7.0,S,YU,6001.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,12:46,Friday,WELLESLEY STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,13:02,Friday,DUNDAS STATION,SUO,0.0,0.0,N,YU,0.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,13:06,Friday,COLLEGE STATION,SUO,0.0,0.0,S,YU,5611.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,13:19,Friday,QUEEN STATION,MUIRS,0.0,0.0,S,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-07 00:00:00,13:43,Friday,VICTORIA PARK STATION,SUO,5.0,9.0,E,BD,5335.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,14:05,Friday,LANSDOWNE STATION,SUDP,0.0,0.0,E,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,14:44,Friday,WELLESLEY STATION,MUPAA,16.0,20.0,S,YU,5526.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-07 00:00:00,16:16,Friday,JANE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,16:42,Friday,WARDEN STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,16:52,Friday,BLOOR STATION,MUPAA,0.0,0.0,N,YU,5551.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-07 00:00:00,18:17,Friday,FINCH STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,19:41,Friday,WARDEN STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,19:47,Friday,EGLINTON STATION,MUPAA,0.0,0.0,S,YU,5956.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-07 00:00:00,21:04,Friday,LANSDOWNE STATION,MUIRS,0.0,0.0,W,BD,5239.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-07 00:00:00,21:05,Friday,EGLINTON STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-07 00:00:00,22:47,Friday,QUEEN STATION,MUIS,0.0,0.0,S,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,22:57,Friday,QUEEN STATION,MUIS,0.0,0.0,N,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,23:20,Friday,FINCH STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,23:23,Friday,ROYAL YORK STATION,SUDP,0.0,0.0,W,BD,5135.0,,Disorderly Patron,Disorderly Patron
2023-04-07 00:00:00,23:46,Friday,OLD MILL STATION,MUIRS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-07 00:00:00,23:49,Friday,PAPE STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,00:34,Friday,ROYAL YORK STATION,SUO,3.0,9.0,E,BD,5132.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,01:13,Friday,FINCH STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-07 00:00:00,01:31,Friday,COLLEGE STATION,MUIS,0.0,0.0,N,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-07 00:00:00,01:52,Friday,KENNEDY BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-08 00:00:00,08:06,Saturday,KENNEDY BD STATION,SUDP,0.0,0.0,,BD,0.0,,Disorderly Patron,Disorderly Patron
2023-04-08 00:00:00,09:52,Saturday,VAUGHAN MC STATION,SUO,6.0,12.0,S,YU,5651.0,,Passenger Other,Passenger Other
2023-04-08 00:00:00,11:27,Saturday,WELLESLEY STATION,MUIS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-08 00:00:00,14:36,Saturday,BLOOR STATION,MUPAA,3.0,7.0,S,YU,5581.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-08 00:00:00,15:12,Saturday,ST CLAIR WEST STATION,MUPAA,3.0,7.0,S,YU,5461.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-08 00:00:00,16:16,Saturday,UNION STATION,MUIRS,0.0,0.0,,YU,0.0,,Injured or ill Customer (In Station) - Medical Aid Refused,Injured or ill Customer (In Station) - Medical Aid Refused
2023-04-08 00:00:00,17:32,Saturday,ST CLAIR WEST STATION,SUDP,0.0,0.0,N,YU,5581.0,,Disorderly Patron,Disorderly Patron
2023-04-08 00:00:00,17:54,Saturday,BLOOR STATION,SUDP,3.0,7.0,S,YU,5832.0,,Disorderly Patron,Disorderly Patron
2023-04-08 00:00:00,18:33,Saturday,HIGH PARK STATION,MUPAA,0.0,0.0,W,BD,5270.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-08 00:00:00,20:01,Saturday,DUPONT STATION,MUPAA,5.0,10.0,S,YU,5921.0,,Passenger Assistance Alarm Activated - No Trouble Found,Passenger Assistance Alarm Activated - No Trouble Found
2023-04-08 00:00:00,20:02,Saturday,SPADINA BD STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-08 00:00:00,21:46,Saturday,KING STATION,SUDP,0.0,0.0,,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-04-08 00:00:00,21:51,Saturday,KIPLING STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-08 00:00:00,23:03,Saturday,MAIN STREET STATION,MUIS,0.0,0.0,,BD,0.0,,Injured or ill Customer (In Station) - Transported,Injured or ill Customer (In Station) - Transported
2023-04-08 00:00:00,23:24,Saturday,QUEEN'S PARK STATION,SUDP,0.0,0.0,S,YU,0.0,,Disorderly Patron,Disorderly Patron
2023-04-08 00:00:00,23:28,Saturday,DUNDAS STATION,SUO,0.0,0.0,,YU,0.0,,Passenger Other,Passenger Other
2023-04-08 00:00:00,23:44,Saturday,COLLEGE STATION,SUDP,3.0,9.0,N,YU,5586.0,,Disorderly Patron,Disorderly Patron
